username	time	date	city	tweet	flixbus	bahn	blablacar	country
LetsMuh	15:30:09	18.11.2017		Wir zerstören einen gepanzerten Zug und landen mitten in Paris! #Callofdutyww2 #callofdutywwii https://t.co/cQjLmhcOT3	0	1	0	Weide
adfc_Segeberg	15:30:13	18.11.2017	Bad Segeberg	.@Wirtschaftsland Minister Buchholz bestellt Bahn zum Rapport https://t.co/waCJcXPCrg via @kn_online #ÖPNV #Pendler #Bahnchaos	0	1	0	 Deutschland
sannysc94	15:30:24	18.11.2017		"Deutsche Bahn AG sucht:
#Azubi (w/m) #Berufskraftfahrer 2018
https://t.co/cIRiRF43SR
#job #jobs #jobangebot… https://t.co/mAlx1Fy8RW"	0	1	0	
DB_Bahn	15:30:48	18.11.2017		@Acquistapace99 Bitte haben Sie noch etwas Geduld, der Zug ist momentan nicht reservierbar. Einen Termin kann ich aber nicht nennen. /gu	0	1	0	Frankfurt
erixxinfo	15:31:03	18.11.2017		Zug 83473 von Hannover Hbf nach Bad Harzburg verkehrt heute mit 10 min Verspätung ab Hildesheim Ost (planmäßige Abfahrt 15:17). Grund:	0	1	0	
erixxinfo	15:31:04	18.11.2017		Überholung durch einen anderen Zug .	0	1	0	
metronom4me	15:32:01	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
janistschlau	15:32:09	18.11.2017		"bruder
der zug in erfurt hatte keine verspätung https://t.co/IWDDg93jHk"	0	1	0	ffm
Andy_Sch16	15:32:13	18.11.2017	Baden-Württemberg	RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	 Deutschland
nordwestnews24	15:32:18	18.11.2017	Bremen	#erixxinfo: Zug 83722 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 26 min Verspätung ab Soltau(Han)… https://t.co/noqep9kSvz	0	1	0	 Deutschland
nordwestnews24	15:32:19	18.11.2017	Bremen	#erixxinfo: Zug 83473 von Hannover Hbf nach Bad Harzburg verkehrt heute mit 10 min Verspätung ab Hildesheim Ost (pl… https://t.co/CRQpHYupqy	0	1	0	 Deutschland
nordwestnews24	15:32:19	18.11.2017	Bremen	#erixxinfo: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
DE_escalate	15:32:23	18.11.2017		echt lustig, wie die ganzen Bahn-Oberleitungen am Rand der Oberpfalz einfach enden. Regensburg, Hartmanshof, Hof.	0	1	0	Piraten Bayern / Oberpfalz
adfc_Segeberg	15:32:51	18.11.2017	Bad Segeberg	RT @Wirtschaftsland: Nach Krisengespräch beim Verkehrsminister: Bahn will Besserungskonzept vorlegen... Stillstand und Chaos nach... https:…	0	1	0	 Deutschland
metronom4me	15:34:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 15:20) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:34:02	18.11.2017		82819 Uelzen → Göttingen hat in Freden(Leine) (planmäßig 15:12) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
sannysc94	15:34:25	18.11.2017		"Die Deutsche Bahn AG:
#Azubi (w/m) #Tiefbaufacharbeiter/#Gleisbauer 2018
https://t.co/GQiv3r0sPu
#job #jobs… https://t.co/Avu0IT2zNZ"	0	1	0	
Rurtalbahn_GmbH	15:35:00	18.11.2017	Düren	"INFO:
Der Zug von Düren Bf (ab 15:20) nach Heimbach verkehrt ab Düren Bf ca. 15 Minuten verspätet.
Wir bitten um Verständnis."	0	1	0	 Deutschland
metronom_RE2	15:35:02	18.11.2017		82819 Uelzen → Göttingen hat in Freden(Leine) (planmäßig 15:12) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:35:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 15:20) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
FetterKaiser	15:35:30	18.11.2017	Hamburg	Im Flixbus nach Dresden auf die Mindestparty..@MaxAdlersson	1	0	0	 Deutschland
FlffyBrkn	15:35:54	18.11.2017		Hass geht raus an die Deutsche Bahn, die es schafft eine 20min Fahrt zu verdreifachen	0	1	0	
jobstairs_jobs	15:36:02	18.11.2017		#Job #Stellenangebot https://t.co/kp07kbgavs - Deutsche Bahn AG: Quereinstieg zum Fahrdienstleiter (w/m) - Regionalnetz Bayerwald	0	1	0	
AnjaMeyer466	15:36:15	18.11.2017		RT @Timecop66: Frankfurt-Bahnhofsviertel: Versuchtes Tötungsdelikt mit Stichwaffe, ein Nordafrikaner… https://t.co/y7E3UQfGn5 https://t.co/…	0	1	0	
metronom4me	15:37:02	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Lüneburg (planmäßig 15:24) +12 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
Hamburg_Pride	15:37:04	18.11.2017	Hamburg	Unser Motto für den Hamburg Pride 2018: „Freie Bahn für Genderwahn!“	0	1	0	 Germany
DE_escalate	15:37:05	18.11.2017		@5Barrels nur Hobby. Nebenbei arbeite auch im Zug an Software :)	0	1	0	Piraten Bayern / Oberpfalz
ZumSenner	15:37:41	18.11.2017		Entspannt in den Urlaub 🚗Auto 🚊Zug 😍Erholung, bereits bei der Anreise Hotel Zum Senner Zillertal - adults only https://t.co/jZfB4jeU6H	0	1	0	Schlitters im Zillertal
sannysc94	15:37:52	18.11.2017		"Die Deutsche Bahn AG sucht einen 
Azubi (w/m) #Tiefbaufacharbeiter/#Gleisbauer 2018
https://t.co/N7D365bbxV
#job… https://t.co/4Sn1fdEXGx"	0	1	0	
erixxinfo	15:38:02	18.11.2017		Zug 83011 verkehrt heute ab Soltau voraussichtlich mit 15 Min. Verspätung. Grund: Fahrzeugstörung	0	1	0	
Twiixi69	15:38:26	18.11.2017		"RT @nikepreorders: 🚨2 0 0 0       A C C O U N T       G I V E A W A Y🚨

Nike Verified Accounts will restock in time for Off Whites and… "	0	1	0	
diesistkeinname	15:38:45	18.11.2017		Ich weine das ist immer noch lustig https://t.co/eMuwVa4cfK	0	1	0	
RuhrGay	15:38:55	18.11.2017		RT @Hamburg_Pride: Unser Motto für den Hamburg Pride 2018: „Freie Bahn für Genderwahn!“	0	1	0	Metropole Ruhr Ruhrgebiet
Lzudemilli	15:39:33	18.11.2017		Hallo, möchte mir jemand einen 28€ Flixbus Gutschein für 15€ abkaufen?😅	1	1	0	halt dein maul
SchachBL	15:39:40	18.11.2017		Sehr hübsches, humorvolles Problem des ukrainischen Studienkomponisten M. Zinar. Weiß am Zug gewinnt. https://t.co/4qnwtS0L2a	0	1	0	
metronom_RE3	15:40:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Lüneburg (planmäßig 15:24) +12 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
FabiCrafterYT	15:40:13	18.11.2017		Zug Rosenbach #2018 l ÖBB Taurus mit 3 Stromabnehmern l FabiCrafter2509 [FullHD]: https://t.co/KbR0xQWzRt über @YouTube	0	1	0	Österreich
FabiCrafterYT	15:40:16	18.11.2017		Ich mag das @YouTube-Video: https://t.co/KbR0xQWzRt Zug Rosenbach #2018 l ÖBB Taurus mit 3 Stromabnehmern l FabiCrafter2509 [FullHD]	0	1	0	Österreich
Momizu	15:40:41	18.11.2017		Ich fühle mich nicht bereit für die Welt außerhalb meiner Wohnung... bitte komm schneller Bahn!	0	1	0	
LC180666	15:40:47	18.11.2017	Saarbrücken	"RT @ellibisathide: ""Auf""-zug ? Ihr meint einen ""Seit""-Zug ? Den seh ich täglich am Bahnhof 😆😉 https://t.co/RtI4u1AQi8"	0	1	0	 Deutschland
SWeingart3	15:40:47	18.11.2017		RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	
metronom4me	15:41:01	18.11.2017		82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:18) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
niko_bayer	15:41:14	18.11.2017		"Die Bahn nennt es Fahrplan. Ich nenne es liebevoll ""unverbindliche Abfahrtsempfehlung mit Gleisvorschlag""."	0	1	0	Deutschland
Killimanscharo	15:41:17	18.11.2017		RT @AnniiZdevine: Nichts verstehe ich so wenig wie Menschen, die zu einer Bahn rennnen, die alle drei Minuten fährt.	0	1	0	NRW - Zugereist aus dem Norden
die_kathy	15:41:21	18.11.2017		Wollte nicht auf dem kalten Bahnsteig auf den Zug warten. Saß im Wartebereich. Ein Asiate setzt sich Nudeln essend… https://t.co/l9wCW4ZTdB	0	1	0	
Patrick_Kurth	15:41:23	18.11.2017	Thüringen	Diese Woche lohnt der Kauf von @DerSPIEGEL. Mehrseitige Reportage zu @FlixBus. Stichpunkte: Europa wächst durch Fer… https://t.co/PMfeHt6tAc	1	1	0	 Berlin
_AleX_Page_	15:41:43	18.11.2017		"Der Zug ""bewegt"" sich, also doch kein Stehzug."	0	1	0	Köln
jobstairs_jobs	15:42:02	18.11.2017		#Job #Stellenangebot https://t.co/VhfxHtJrJz - Deutsche Bahn AG: Bauingenieur / Architekt als Referent Mieterausbau (w/m)	0	1	0	
nordwestnews24	15:42:05	18.11.2017	Bremen	#erixxinfo: Zug 83011 verkehrt heute ab Soltau voraussichtlich mit 15 Min. Verspätung. Grund: Fahrzeugstörung	0	1	0	 Deutschland
FabiCrafterYT	15:42:29	18.11.2017		Zug Rosenbach #2019 l ÖBB Talent mit Makro l FabiCrafter2509 [FullHD]: https://t.co/hAu1hRenBd über @YouTube	0	1	0	Österreich
diamantherz	15:42:38	18.11.2017		Mag mir nicht noch wer nen Flixbus Gutschein schenken? Nur so 3€? :D	1	0	0	
FabiCrafterYT	15:42:43	18.11.2017		Ich mag das @YouTube-Video: https://t.co/hAu1hRenBd Zug Rosenbach #2019 l Züge am Abend , ÖBB Talent mit Makro l FabiCrafter2509	0	1	0	Österreich
Hawar_	15:42:43	18.11.2017		"Gerade auf dem Weg zur Bahn

Passant mit zwei weiteren Missionaren mit italienischem Akzente: Guten Tag! Kann ich S… https://t.co/N1A4ID5uMu"	0	1	0	
erixxinfo	15:43:03	18.11.2017		Zug 83723 von Buchholz(Nordheide) nach Hannover Hbf verkehrt heute mit 12 min Verspätung ab Hodenhagen (planmäßige Abfahrt 15:29).	0	1	0	
erixxinfo	15:43:04	18.11.2017		Zug 83724 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 12 min Verspätung ab Hodenhagen (planmäßige Abfahrt 15:29).	0	1	0	
erixxinfo	15:43:04	18.11.2017		Grund: Zugfolge (betroffener Zug war verspätet).	0	1	0	
niko_bayer	15:43:32	18.11.2017		Dürfen Mitarbeiter der Deutschen Bahn eigentlich mit dem Zug zur Arbeit fahren oder müssen die pünktlich sein? @BahnAnsagen	0	1	0	Deutschland
metronom4me	15:44:02	18.11.2017		82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:19) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
erixxinfo	15:44:04	18.11.2017		Grund: Zugfolge (betroffener Zug war plan).	0	1	0	
DB_RegioNDS	15:45:00	18.11.2017	Region Hannover	#RE9 Teilausfall #Bremen(16:07)→#Kirchweye.Reisende nutzen bitte #NordWestBahn um 16:33h→#Kirchweye.Reisende nach… https://t.co/jA9UXXufUc	0	1	0	 Niedersachsen
metronom_RE2	15:45:02	18.11.2017		82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:19) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
RedaktionNews	15:45:07	18.11.2017		Mann läuft über Gleise und wird von U-Bahn schwer verletzt https://t.co/WnxD3q29qn via @RedaktionNews	0	1	0	Deutschland
sannysc94	15:45:16	18.11.2017		"Die Deutsche Bahn AG sucht:
#Quereinstieg / #Umschulung zum #Fahrdienstleiter (w/m) in #Mainz, #Darmstadt, #Bingen… https://t.co/rYpmwpSvsZ"	0	1	0	
k0nzii	15:45:18	18.11.2017	Trier	@XelaZombie Besser als sonst im Fernbus 👍	1	0	0	 Deutschland
Shusky2812	15:45:37	18.11.2017	München	RT @Lzudemilli: Hallo, möchte mir jemand einen 28€ Flixbus Gutschein für 15€ abkaufen?😅	1	1	0	 Bayern
marc0olo	15:45:43	18.11.2017		RT @uport_me: Blockchain-based ID is now available for the citizens of Zug! The first official citizen ID registration took place… 	0	1	0	
metronom4me	15:46:03	18.11.2017		81522 Cuxhaven → Hamburg Hbf hat in Buxtehude (planmäßig 15:21) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
nordwestnews24	15:46:16	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:46:16	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:06) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:46:17	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:46:18	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Hamburg Hbf (planmäßig 15:20) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:46:18	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Freden(Leine) (planmäßig 15:12) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:46:19	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Lüneburg (planmäßig 15:24) +12 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:46:21	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:18) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
MinchenMagKekse	15:46:21	18.11.2017		Zug fahren .. Wird meine Hauptbeschäftigung dieses Wochenende sein 😂🙈!	0	1	0	
nordwestnews24	15:46:22	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Kreiensen (planmäßig 15:19) +22 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:46:22	18.11.2017	Bremen	#metronom: 81522 Cuxhaven → Hamburg Hbf hat in Buxtehude (planmäßig 15:21) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
niko_bayer	15:46:47	18.11.2017		"""Der Zug endet pünktlich. Wenn Sie möchten, öffne ich die Türen mit 5 Minuten Verspätung, um unseren Ruf nicht zu b… https://t.co/Pa0xuD71WJ"	0	1	0	Deutschland
khabarnameh	15:47:24	18.11.2017		"روش‌های خانگی برای درمان خر و پف
https://t.co/fCf1pez8Dj"	0	1	0	Deutschland
topnewskoeln	15:47:38	18.11.2017	Köln	Kurzurlaub Budweis 3 Tage Südböhmen 3 Tage 4 Sterne Hotel 2 Personen Gutschein https://t.co/GVlEPLoIWa https://t.co/eKwLIpdnUr	0	1	0	 Deutschland
Glitzer_Katze	15:47:42	18.11.2017		RT @HNXverbot: Informationen über Schwangerschafftsabbrüche müssen niedrigschwellig zugänglich sein! Weg mit §219a! https://t.co/9mzff41UxS	0	1	0	
autorenonline	15:47:46	18.11.2017	Kloten	Kurzurlaub Budweis 3 Tage Südböhmen 3 Tage 4 Sterne Hotel 2 Personen Gutschein https://t.co/ZRxs2aewgg https://t.co/axN28Pq4LK	0	1	0	 Schweiz
nordwestnews24	15:47:48	18.11.2017	Bremen	#erixxinfo: Zug 83723 von Buchholz(Nordheide) nach Hannover Hbf verkehrt heute mit 12 min Verspätung ab Hodenhagen… https://t.co/A4XllQYs1P	0	1	0	 Deutschland
nordwestnews24	15:47:49	18.11.2017	Bremen	#erixxinfo: Zug 83724 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 12 min Verspätung ab Hodenhagen… https://t.co/rfk8tqiLh6	0	1	0	 Deutschland
nordwestnews24	15:47:49	18.11.2017	Bremen	#erixxinfo: Grund: Zugfolge (betroffener Zug war verspätet).	0	1	0	 Deutschland
nordwestnews24	15:47:50	18.11.2017	Bremen	#erixxinfo: Grund: Zugfolge (betroffener Zug war plan).	0	1	0	 Deutschland
buchpromotion	15:47:50	18.11.2017	Bonn	Kurzurlaub Budweis 3 Tage Südböhmen 3 Tage 4 Sterne Hotel 2 Personen Gutschein https://t.co/flAw2QV2SU https://t.co/IcbTbuVMDn	0	1	0	 Germany
topnewskoeln	15:47:56	18.11.2017	Köln	Kurzurlaub Budweis 3 Tage Südböhmen 3 Tage 4 Sterne Hotel 2 Personen Gutschein https://t.co/GVlEPLoIWa https://t.co/C9kMkUZOew	0	1	0	 Deutschland
metronom4me	15:48:01	18.11.2017		82819 Uelzen → Göttingen hat in Einbeck-Salzderhelden (planmäßig 15:25) +23 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
_AleX_Page_	15:48:13	18.11.2017		Jam spielt im Zug Zugfahren. #inception	0	1	0	Köln
quantatheist	15:48:39	18.11.2017		RT @diamantherz: Mag mir nicht noch wer nen Flixbus Gutschein schenken? Nur so 3€? :D	1	0	0	Würzburg
kyouya_akai	15:48:39	18.11.2017		Die Bahn riecht nach Bratreis... jetzt hab ich Hunger 😂	0	1	0	Germany
niko_bayer	15:48:49	18.11.2017		"Die Deutsche Bahn fährt mal wieder im Nena-Style:
Irgendwie - Irgenwo - Irgendwann"	0	1	0	Deutschland
sannysc94	15:48:49	18.11.2017		"Deutsche Bahn AG sucht:
Projektingenieur mit dem Schwerpunkt Tragwerksplanung (w/m)
https://t.co/ZD0uJkJJtI
#job… https://t.co/YmnAsNcjAs"	0	1	0	
picaro95	15:48:55	18.11.2017		@GoldenerAluhut Ja, ich kann es spüren. Mein Zug zum Flug hat Verspätung und das Rentnerpaar versteht geänderte Wag… https://t.co/vyLNhccKnY	0	1	0	Niedersachsen / Deutschland
KVB_Info	15:49:02	18.11.2017		Linie 152 * Folgende Fahrt erfolgt ca. 10 Min. später * (H) Wiener Platz 15:33h - (H) Berliner Str. 15:42h - (H) St… https://t.co/inX22bvKv1	0	1	0	Köln
Michaek12697020	15:49:14	18.11.2017		RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	
RA_Negm	15:50:02	18.11.2017	Köln	"Und das Auto IMMER pünktlich.

Immer. https://t.co/3aoAgjwCRP"	0	1	0	 Deutschland
metronom_RE2	15:50:02	18.11.2017		82819 Uelzen → Göttingen hat in Einbeck-Salzderhelden (planmäßig 15:25) +23 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE5	15:50:03	18.11.2017		81522 Cuxhaven → Hamburg Hbf hat in Buxtehude (planmäßig 15:21) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
Chris_o___O	15:50:04	18.11.2017		I'm at DB Fernverkehr AG, ICE Werk in München https://t.co/iGpnAzXRUe	0	1	0	Nürnberg / Görlitz 
AnjaMeyer466	15:50:19	18.11.2017		RT @NorgePrivacy: Voll besetzte Regionalbahn: Fünf Mädchen im Zug belästigt – und kein Fahrgast hilft https://t.co/ibU8Nyn4ZT via @welt	0	1	0	
Kampfzwerg161	15:50:43	18.11.2017	Berlin	RT @HNXverbot: Informationen über Schwangerschafftsabbrüche müssen niedrigschwellig zugänglich sein! Weg mit §219a! https://t.co/9mzff41UxS	0	1	0	 Deutschland
metronom4me	15:51:02	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 15:39) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
marillion13	15:51:07	18.11.2017	Baden-Württemberg	https://t.co/ceB9tObilc	0	1	0	 D
BruderJustin	15:51:12	18.11.2017		Wie kann man so dumm wie ich sein und seine Bahn verpassen wenn man bereits am Bahnhof ist	0	1	0	221b Baker Street
SedimentIV	15:51:13	18.11.2017	Berlin	RT @Kachelmannwettr: Über das #wetter am Wochenende und die Übernahme des Landes durch Aliens https://t.co/iocBsxaVBf via @SPIEGELDAILY (fü…	0	1	0	 DE
stefanschaetti	15:51:41	18.11.2017		Tatsächlich UNGLAUBLICH! : Aber? Was erstaunt heute noch? https://t.co/v6jPapEuvq	0	1	0	+41794220080
ClemoHA	15:51:43	18.11.2017	Bécs	"@UDocekal @ChrisEbner_FM @alexa_jung60 @guenschl Wegen „wichtige Leistungen“
Die Wr Berufsrettung und die Wr Berufs… https://t.co/HuzuI3RU3s"	0	1	0	 früher Hamburg und Amsterdam
metronom4me	15:52:02	18.11.2017		82819 Uelzen → Göttingen hat in Einbeck-Salzderhelden (planmäßig 15:25) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
MacLucy11	15:52:04	18.11.2017		RT @HolgerEwald1: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/amkODWk8ka	0	1	0	
bkastl	15:52:16	18.11.2017		Weil es ja immer heißt, dass Ausländer sich nicht integrieren würden: Das Kleinkind der parkistanischen Nachbarsfam… https://t.co/ILV9V20tbv	0	1	0	Vaihingen, Stuttgart, Germany
RedFive42	15:52:41	18.11.2017	Dortmund	"Und so werden dann aus 3 Stunden Bahn mal schnell 6 Stunden...
@DB_Bahn"	0	1	0	 Germany
KeineAFD2017	15:53:47	18.11.2017		Ich war erst vor 2 Tagen abends da! War alles ok! Habe sogar mit 2 Flüchtlingen Café getrunken! Das einzige was mir… https://t.co/3UtRx11MCN	0	1	0	Deutschland
Telekom_hilft	15:53:56	18.11.2017	Bonn	@RAHecker Die Info ist falsch. Fertigstellung des Ausbaus ist in Büderich zu Mitte Dez. geplant. Ausbau hat sich etwas verzögert^db	0	1	0	 Deutschland
viasgmbh	15:54:11	18.11.2017		"RB66 25508 von DA Hbf (ab 15:40) n. Pfungstadt (an 15:52)
 ab Darmstadt Hbf Zug fällt aus
 Grund: Streckensperrung"	0	1	0	Frankfurt, Hessen, Germany
Juli_Guggi	15:54:22	18.11.2017		Mit dem ICE nach Hamburg 😁👍 #läuft #urlaub #bahn #travel #travelingram https://t.co/nmZLwlv3Mf https://t.co/L0tPGStJXt	0	1	0	Straubing
hauke	15:54:32	18.11.2017		Meine neuen Freund: Leihrad der Bahn und meine hoppelden Bettnachbarn 😋 @ Cologne, Germany https://t.co/Z7FIspJapu	0	1	0	Bremerhaven
TantePolly	15:54:41	18.11.2017		"RT @Grolmori: Teenager im Zug belauscht:

„Arbeit ist voll krass. Da muss man ja 40 Stunden in der Woche hin.“

„Dafür hast du di… "	0	1	0	Hamburg
DeltaA3A2	15:54:48	18.11.2017		Würde gerne mal DB-Mitarbeiter sehen, die den Cops, die die erste Klasse nutzen, direkt mal den Weg in die zweite zeigen.	0	1	0	
kpietsch70	15:54:59	18.11.2017	Berlin	@Shadowlinkofhyr @NintendoDE https://t.co/VTKZCdAhYF	0	1	0	 Deutschland 🇩🇪🇪🇺
metronom_RE3	15:55:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 15:39) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
Zwitscher_Tom	15:55:12	18.11.2017		"RT @BahnAnsagen: ""Letzte Chance auf den besten Kaffee zwischen Dortmund und Osnabrück."" (@vicari) #Bahn #Ansage"	0	1	0	Baden-Baden
viasgmbh	15:55:13	18.11.2017		"RB66 25513 von Pfungstadt (ab 16:05) n. DA Hbf (an 16:17)
 ab Pfungstadt Zug fällt aus
 Grund: Streckensperrung"	0	1	0	Frankfurt, Hessen, Germany
sannysc94	15:55:16	18.11.2017		"Die Deutsche Bahn AG sucht:
Servicetechniker #Maschinentechnik (w/m)
https://t.co/MuNtt5MIrI
#job #jobs #jobangebot… https://t.co/6VO4pe2AQf"	0	1	0	
Yonowaaru1	15:56:05	18.11.2017		RT @DeltaA3A2: Würde gerne mal DB-Mitarbeiter sehen, die den Cops, die die erste Klasse nutzen, direkt mal den Weg in die zweite zeigen.	0	1	0	Apartment 302|ElBarrio|NDS/HB
nordwestnews24	15:56:13	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Einbeck-Salzderhelden (planmäßig 15:25) +23 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:56:14	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 15:39) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:56:16	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Einbeck-Salzderhelden (planmäßig 15:25) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
A_kuehnel	15:56:32	18.11.2017		Der #Fcb hat das Spiel im Griff. Es fehlt aber noch der Zug zum Tor. #fcbfca #MiaSanMia	0	1	0	Beckum 
euer_abi	15:56:34	18.11.2017		User tweeten von s bahn und u bahn waehrend abi seine sitzheizung auf stufe 3 stellt	0	1	0	
Falklandfuchs	15:56:57	18.11.2017		"RT @merdeux_: @SarahRambatz Solche Überfälle machen Bahnfahren zur neuen deutschen Hölle.
https://t.co/aUOoGbuEsp"	0	1	0	
metronom4me	15:57:03	18.11.2017		82819 Uelzen → Göttingen hat in Northeim(Han) (planmäßig 15:32) +24 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
erixxinfo	15:57:03	18.11.2017		Zug 83473 von Hannover Hbf nach Bad Harzburg verkehrt heute mit 10 min Verspätung ab Salzgitter-Ringelheim (planmäßige Abfahrt 15:41).	0	1	0	
erixxinfo	15:57:04	18.11.2017		Grund: Überholung durch einen anderen Zug .	0	1	0	
friskisaboy_	15:57:15	18.11.2017	Heilbronn	@foodverbot ich fahre nie wieder mit dir bahn	0	1	0	 Deutschland
Tilo_Traub	15:57:37	18.11.2017	Darmstadt	@FeeMitV2EH Selbst Lidl springt auf den Zug! Leckere statt Fröhliche, die nächstes christliche Verleugnung… https://t.co/qViYAqYZBq	0	1	0	 Deutschland
CorneliaCarcura	15:57:51	18.11.2017		Widerlich diese Laschität! Können sich „dieseKakerlaken“ eigentlich alles erlauben ohne Strafe fürchten zu müssen https://t.co/2dx41u0CVJ	0	1	0	
eismanhobbit	15:57:55	18.11.2017		Das Wort Dummschwätzer passt per Definition nur auf AFDler🤣🤣🤣 https://t.co/HAfEjoMEjT	0	1	0	bei Frankfurt am Main
metronom4me	15:58:01	18.11.2017		81522 Cuxhaven → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:36) +21 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
DadaNewsBerlin	15:58:20	18.11.2017		Archäologie und NS-Verbrechen: Die Bahn experimentiert im Dreiländereck #fakenews #dadanews Visit: https://t.co/PURlZkH7QV	0	1	0	BerlinValley
RapidVideoCom	15:58:33	18.11.2017		@animebase_net It should ok again, our DB was async.	0	1	0	
