username	time	date	city	tweet	flixbus	bahn	blablacar	country
emet_news_press	14:59:27	18.11.2017		"RT @Report_Antisem: Nun frei zugänglich: Anti-Israel-Kampagne - Wie #BDS gegen #Israel hetzt. via @tagesspiegel #Berlin
https://t.co/EZ3bed…"	0	1	0	Global
vanderKreet	14:59:47	18.11.2017	Offenbach am Main	@ThFmann @anadin325 Das mag ja sein, aber müsst ihr uns als Geiseln nehmen? Warum steigt ihr am Stadtrand nicht in… https://t.co/ibKDmlX35V	0	1	0	 Deutschland
metronom4me	15:00:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Radbruch (planmäßig 14:43) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE2	15:00:02	18.11.2017		82819 Uelzen → Göttingen hat in Nordstemmen (planmäßig 14:50) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:00:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Radbruch (planmäßig 14:43) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
Murmel1269	15:00:04	18.11.2017		RT @HNXverbot: Informationen über Schwangerschafftsabbrüche müssen niedrigschwellig zugänglich sein! Weg mit §219a! https://t.co/9mzff41UxS	0	1	0	
VCOE_AT	15:00:11	18.11.2017		RT @VCOE_AT: Der Vergleich macht sicher: Verlagerung von Auto auf #Öffis und #Fahrrad sowie von Kurzstreckenflügen auf die #Bahn… 	0	1	0	Wien
vicobeier39	15:00:12	18.11.2017		RT @NastyLady70: @PPPointersSS @swo2212 @EroticTemptress @4669beaches @eva_in_paradise @Erotic_Pic @CRCircle @EroticAngelx… 	0	1	0	
Findibus24	15:00:22	18.11.2017		Schau, was ich gefunden habe. Märklin HO 1:87 Güterwagen 131 5 016-2 DB Schlussbeleuchtung fehlt https://t.co/c7S5Iocan0 via @eBayDE	0	1	0	
DB_Bahn	15:00:36	18.11.2017		@konafets Ihre Strecke ist kein DB-Tarif, hier gilt der Schleswig-Holstein-Tarif (SH-Tarif), daher keine Anrechnung von DB-Gutscheinen. /gu	0	1	0	Frankfurt
yvonnezissler	15:00:44	18.11.2017	Köln	Sitze ab jetzt auch immer breitbeinig in der #Bahn... sorry du kannst dich nicht neben mich setzen, da sitzt schon mein rechtes Bein	0	1	0	 Deutschland
e_pitzky	15:00:44	18.11.2017		RT @unzensuriert: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/vhVDS63s2t	0	1	0	
jensscholz	15:01:03	18.11.2017	oh	"Das nervigste an Verspätungen beim #bahn fahren sind die ""witzigen"" Sprüche von ""witzigen"" Menschen, deren Stimmen… https://t.co/5yqbTMfAqe"	0	1	0	 2. Zeile!
DerSteuerzahler	15:01:08	18.11.2017		RT @HolgerEwald1: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/amkODWk8ka	0	1	0	
stoerticker	15:01:14	18.11.2017		[S-Bahn M]  3. Update S 7 #Wolfratshausen: Weiterhin #Ersatzverkehr mit #Bus und #Taxis   +++ https://t.co/MioS8MMHTE	0	1	0	http://app.stoerticker.de
TheCianfinn	15:01:33	18.11.2017		@DB_Bahn Also lieber der App als den Aushängen am Bahnhof vertrauen? Hab dadurch heute früh nämlich nen Zug verpasst...	0	1	0	
JaEsGeht	15:01:38	18.11.2017	Wien	RT @VCOE_AT: Der Vergleich macht sicher: Verlagerung von Auto auf #Öffis und #Fahrrad sowie von Kurzstreckenflügen auf die #Bahn… 	0	1	0	 Österreich
huba___huba	15:01:42	18.11.2017		RT @Einzelfallinfos: #Nettetal: Zur Abschiebung ausgeschriebener Marokkaner hat bereits in #Österreich, der #Schweiz,den #Niederlanden u… 	0	1	0	
redregar	15:02:10	18.11.2017		DB-Tochter Arriva: Die Bahn experimentiert im Dreiländereck https://t.co/YUHeJBa1PT	0	1	0	
_AleX_Page_	15:02:23	18.11.2017		Und dann sitzt man selbst in einem Zug mit Ziel Wuppertal. Ich glaub ich hab die Kontrolle über mein Leben verloren.	0	1	0	Köln
metronom4me	15:03:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 14:47) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:03:02	18.11.2017		81522 Cuxhaven → Hamburg Hbf hat in Hechthausen (planmäßig 14:46) +15 min. Grund: fehlendes Personal DB Netz.	0	1	0	Uelzen, Niedersachsen, Germany
ubahnporsche	15:03:22	18.11.2017		"RT @Report_Antisem: Nun frei zugänglich: Anti-Israel-Kampagne - Wie #BDS gegen #Israel hetzt. via @tagesspiegel #Berlin
https://t.co/EZ3bed…"	0	1	0	the gate to the world
der_trader_at	15:03:38	18.11.2017		DB-Tochter Arriva: Die Bahn experimentiert im Dreiländereck https://t.co/Jvov4zsOB2	0	1	0	Frankfurt
PhiaFiction	15:03:52	18.11.2017		"@Kopfgefickte Ne
Weil wir nicht ins Auto gepasst hätten und zu zu zweit Zug gefahren wären"	0	1	0	Too far away from home.
Natalia21784	15:04:08	18.11.2017	Baden-Württemberg	RT @unzensuriert: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/vhVDS63s2t	0	1	0	 Deutschland
Schattenwolf_	15:04:53	18.11.2017		"Liebe Deutsche Bahn,

Ihr könnt mich mal, erst hat mein Zug 15 min Verspätung, dann auf halber Strecke noch mal ung… https://t.co/wlb4Inr8uV"	0	1	0	Dortmund
metronom4me	15:05:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 14:48) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE3	15:05:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 14:48) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE5	15:05:03	18.11.2017		81522 Cuxhaven → Hamburg Hbf hat in Hechthausen (planmäßig 14:46) +15 min. Grund: fehlendes Personal DB Netz.	0	1	0	
DigitalMaho63	15:05:11	18.11.2017	Hilvan	"RT @ANFPersian1: https://t.co/cZqnudnW35

زلزله‌ی کرماشان، همیاری خلق و خصومت دولت | یادداشت https://t.co/sS1UPAOZe5"	0	1	0	 Şanlıurfa
bahnoev	15:05:21	18.11.2017		Limburg - DB Arriva experimentiert im Dreiländereck - https://t.co/QEq9Cnqyt6	0	1	0	
hans_obermeier	15:06:18	18.11.2017		Würde 🇩🇪 Justiz funktionieren, säße der bereits in dem Güterwaggon, mit dem er gekommen ist. https://t.co/PTPzHuqWu1	0	1	0	Here and there
nordwestnews24	15:06:29	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Bardowick (planmäßig 14:38) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:06:29	18.11.2017	Bremen	#metronom: 82020 Bremen Hbf → Hamburg Hbf hat in Hamburg Hbf (planmäßig 14:42) +12 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:06:30	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Radbruch (planmäßig 14:42) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:06:31	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Nordstemmen (planmäßig 14:50) +10 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:06:31	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Radbruch (planmäßig 14:43) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:06:32	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 14:47) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:06:33	18.11.2017	Bremen	#metronom: 81522 Cuxhaven → Hamburg Hbf hat in Hechthausen (planmäßig 14:46) +15 min. Grund: fehlendes Personal DB Netz.	0	1	0	 Deutschland
nordwestnews24	15:06:33	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Winsen(Luhe) (planmäßig 14:48) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
krokodilgemuese	15:06:47	18.11.2017	heute hier	@MmeCoquelicot Uuuh, ich schreib dir gern paar Sachen auf! Kein Auto sollte auf jeden Fall kein Problem sein, mit B… https://t.co/bPoULb3Vwa	0	1	0	 morgen dort.
metronom4me	15:07:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Ashausen (planmäßig 14:52) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
wirtschaft4me	15:07:03	18.11.2017		DB-Tochter Arriva: Die Bahn experimentiert im Dreiländereck https://t.co/cqKw7YpeDl	0	1	0	Salzburg
koorosh53_cyros	15:07:31	18.11.2017		باز هم گروگان‌های دوتابعیتی https://t.co/4nS9NAGqXI	0	1	0	
NiederEschbach	15:07:40	18.11.2017		Eine andere Möglichkeit sieht er an der U-Bahn-Station Nieder-Eschbach, wo es bereits eine Personaltoilette der VGF… https://t.co/dxGI66A6q9	0	1	0	Frankfurt Nieder-Eschbach
metronom4me	15:08:01	18.11.2017		82819 Uelzen → Göttingen hat in Elze(Han) (planmäßig 14:55) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
efi_essen	15:08:03	18.11.2017		RT @mobil_rr: @Radpolitik @osis1980 Bemerkenswert das man jetzt erst sich mit DB unterhält.	0	1	0	Essen
DtvWirtschaft	15:08:15	18.11.2017		DB-Tochter Arriva: Die Bahn experimentiert im Dreiländereck https://t.co/F6aoiBTdPd	0	1	0	Deutschland
_rene_hoffmann_	15:08:50	18.11.2017	Hessen	RT @DB_Skydeck: Suchen Band, bieten Bühne! Am 05.12. soll unser Demoday in FFM gerockt werden ... du hast Bock drauf? Mail an skykd… 	0	1	0	 Deutschland
wzrdtales	15:08:55	18.11.2017	Solingen	"How would you design migrations with respect to zero downtime?

https://t.co/UWXwgg8dCm

#NodeJS #node #migrations… https://t.co/XPZ4kCbtg8"	0	1	0	 Deutschland
sannysc94	15:09:51	18.11.2017		"Deutsche Bahn AG sucht:
Projektingenieure #Tunnelbau (w/m)
https://t.co/26Xs7Fi0rG
#job #jobs #jobangebot #jobbörse… https://t.co/ZNsG1Bb9JR"	0	1	0	
germanmasters	15:09:52	18.11.2017		Boyd Exell zum Zweiten! Der Australier und sein Team sichern sich den Sieg beim Saisonauftakt der Fei World Cup Dri… https://t.co/IR0wwaCcZS	0	1	0	Stuttgart
metronom4me	15:10:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Ashausen (planmäßig 14:52) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE2	15:10:02	18.11.2017		82819 Uelzen → Göttingen hat in Elze(Han) (planmäßig 14:55) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:10:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Ashausen (planmäßig 14:52) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
apfelblart	15:10:03	18.11.2017		@couchathletin @_klerer @bashertmusik @creamspeak gibt doch total viele emojis die eher japanischen ursprung haben… https://t.co/MtPu9h036V	0	1	0	5. ast links
metronom4me	15:11:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Stelle (planmäßig 14:56) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
FirmenWeb	15:11:28	18.11.2017		"⭐ DB-Tochter Arriva: Die Bahn experimentiert im Dreiländereck ⭐
Hier KLICKEN ➡ https://t.co/ei7NM5j5BS ⬅ #News… https://t.co/Ti6RTACPbx"	0	1	0	Wien - Berlin - Zütich
MelinosSatorius	15:11:39	18.11.2017		RT @griechisches: Dienstag, 21.Nov., 24 Stunden Streik bei der Metro / U-Bahn von Athen https://t.co/bCDiowmQwc	0	1	0	
lady_aeronaut	15:12:18	18.11.2017		RT @FRlokal: Nahverkehr in #Frankfurt: Zwei U-Bahn-Linien fahren künftig nachts. https://t.co/7JZ4gFGXBp	0	1	0	
Strachanowhisky	15:13:07	18.11.2017		Traumhaft: zwei Sitze im flixbus zum Preis von einem	1	0	0	Pjöngjang
sannysc94	15:13:42	18.11.2017		"Die Deutsche Bahn sucht einen 
#Ingenieur - Instandhaltung Best Practice (w/m)
https://t.co/9xvY25QB73
#job #jobs… https://t.co/hBDXemrc8L"	0	1	0	
Marvius6001	15:13:51	18.11.2017	Erfurt	RT @anna_IIna: Zwei Promille: 35-jähriger Asylwerber bespuckt DB-Mitarbeiter und schlägt Bundespolizisten gegen den Kopf. Kurze Ge… 	0	1	0	 Deutschland
_AleX_Page_	15:14:34	18.11.2017		"""Der Zug ist Panne"" ""Laber nicht"" #Bahnleaks"	0	1	0	Köln
metronom4me	15:15:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Maschen (planmäßig 15:00) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE3	15:15:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Maschen (planmäßig 15:00) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
artepmobil	15:15:07	18.11.2017		RT @HolgerEwald1: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/amkODWk8ka	0	1	0	? und GAB.ai
mics147	15:16:09	18.11.2017		Und heute enttäuscht mich mal wieder die Bahn 😅🙈 #2StundenVerspätung	0	1	0	Germany
vf_institute	15:16:22	18.11.2017		"Schweiz: Blockchain-Identität für Zug, E-ID fürs ganze Land #blockchain #egovernment

https://t.co/MRP4RVo8Dx"	0	1	0	Berlin
MGieselmann	15:16:23	18.11.2017	Ratingen	"RT@vf_institute Schweiz: Blockchain-Identität für Zug, E-ID fürs ganze Land #blockchain #egovernment

https://t.co/vS5fOy7oHi"	0	1	0	 Germany
Sonnenseglerin	15:16:28	18.11.2017		Einhornzauber rules. Sogar die Polizei hat etwas Sternenglitzer abgestaubt. 🌈 https://t.co/uQNgBRevW5	0	1	0	Erde
DB_Bahn	15:16:33	18.11.2017		@TheCianfinn Das sind die Daten der Erfurter Bahn, welche uns geliefert werden. Am besten fragen Sie dort einmal na… https://t.co/x0FrvJAEpB	0	1	0	Frankfurt
nordwestnews24	15:16:53	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Ashausen (planmäßig 14:52) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:54	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Elze(Han) (planmäßig 14:55) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:54	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Ashausen (planmäßig 14:52) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:55	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Stelle (planmäßig 14:56) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:16:56	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Maschen (planmäßig 15:00) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
metronom4me	15:17:03	18.11.2017		82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +17 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
FakeRedakteur	15:17:09	18.11.2017		Tragischer Unfall auf #A100: 23-Jähriger will Stadtautobahn überqueren und wird von U-Bahn erfasst	0	1	0	In der Cloud
autorenonline	15:17:25	18.11.2017	Kloten	Duthel, Heinz: DB Private Venture Capital Investors Directory – III – 2014 https://t.co/GlNYiYegHw https://t.co/Uh7wMZuzQt	0	1	0	 Schweiz
autorenonline	15:17:25	18.11.2017	Kloten	Duthel, Heinz: DB Private Venture Capital Investors Directory – II – 2014 https://t.co/lJg0ij6wwR https://t.co/9g8vkRO96J	0	1	0	 Schweiz
DATEV_Sprecher	15:17:32	18.11.2017		RT @SCC_at_DATEV: 90 attendees at #gdcr2017 @datev 😍 #lovelearning /db https://t.co/4JLTc7yaBO	0	1	0	Nürnberg
EinerKai	15:17:49	18.11.2017	อ.กาบเชิง	schön dann hat der Deutsche das Messer unter die Bahn geworfen- jetzt ist es schlimm das der dt. Mann der Frau half… https://t.co/mp2GfkLEZH	0	1	0	 จ.สุรินทร์
solo_shu	15:17:53	18.11.2017		"RT @new_alwght: ایران ترد على التدخل الفرنسي في شؤونها الاستراتيجية

https://t.co/akAhsZcRN1"	0	1	0	
metronom4me	15:18:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Meckelfeld HP (planmäßig 15:04) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
erixxinfo	15:18:03	18.11.2017		Zug 83008 von Uelzen nach Bremen Hbf verkehrt heute mit 10 min Verspätung ab Bremen-Mahndorf (planmäßige Abfahrt 15:06). Grund:	0	1	0	
FirmenWeb	15:18:42	18.11.2017		⭐ Die Bahn experimentiert im Dreiländereck: In den Niederlanden hat Arriva im Dezember 2016 einen Verkehrsvertrag .… https://t.co/DeB1gDrurF	0	1	0	Wien - Berlin - Zütich
zuweitwegbabe	15:19:40	18.11.2017		Wahrscheinlich muss ich mit dem Zug fahren. Rip me.	0	1	0	irgendwo am Meer
MannVomTheater	15:19:48	18.11.2017		Abgebrüht: die Tschechische Bahn České dráhy serviert löslichen Kaffee mit Campina Kaffeesahne im Starbucks Becher. https://t.co/XFIWDyMHTw	0	1	0	Hamburg
Lotschtier	15:19:54	18.11.2017		@maxderapfel @fanvonlogo Ich muss auch raus. Aus der S-Bahn	0	1	0	Berlin
metronom4me	15:20:02	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:08) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:20:02	18.11.2017		82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE2	15:20:02	18.11.2017		82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +17 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:20:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Meckelfeld HP (planmäßig 15:04) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:20:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:08) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
moi2659	15:20:11	18.11.2017		RT @KristinaVogel: Bock drauf? Dann hier ⤵️ bei @BridgestoneTyre anmelden! Yes- ich lerne Euch „Bahn fahren“ #egalwaskommt… 	0	1	0	mother earth
BABiiFACE94	15:20:15	18.11.2017		@Fishers_End Es war eine in der Bahn ...	0	1	0	Zuhause
sannysc94	15:20:20	18.11.2017		"Die Deutsche Bahn AG sucht:
Azubi (w/m) Eisenbahner im Betriebsdienst Fachrichtung #Lokführer und Transport 2018… https://t.co/x8CTSCqNWW"	0	1	0	
hans_obermeier	15:20:21	18.11.2017		RT @HolgerEwald1: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/amkODWk8ka	0	1	0	Here and there
artepmobil	15:20:55	18.11.2017		RT @unzensuriert: Brutaler Übergriff ausländischer Jugendlicher in Wiener U-Bahn - 18-Jährige als Retterin https://t.co/vhVDS63s2t	0	1	0	? und GAB.ai
nordwestnews24	15:22:10	18.11.2017	Bremen	#erixxinfo: Zug 83008 von Uelzen nach Bremen Hbf verkehrt heute mit 10 min Verspätung ab Bremen-Mahndorf (planmäßige Abfahrt 15:06). Grund:	0	1	0	 Deutschland
LisaVienne40	15:22:12	18.11.2017		@krippmarie @DrDavidBerger - einen gratis rücktransport holzklasse Zug	0	1	0	
metronom4me	15:23:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:08) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
1_FCM	15:23:33	18.11.2017		59‘|1:1 Weil schickt #Niemeyer, der prüft Boss, aber das reicht nicht! Guter Zug trotzdem	0	1	0	Magdeburg
mircissa	15:23:56	18.11.2017		Die Deutsche bahn immer wieder toll	0	1	0	
tickerliga3	15:24:04	18.11.2017		RT @1_FCM: 59‘|1:1 Weil schickt #Niemeyer, der prüft Boss, aber das reicht nicht! Guter Zug trotzdem	0	1	0	
dritteliga	15:24:17	18.11.2017		https://t.co/5f1POcIIh1	0	1	0	Deutschland
dieselfreund	15:24:26	18.11.2017		Elmshorn: Sorgte fehlendes Schienenstück für Zug-Entgleisung? - WELT https://t.co/i7h69C3zmZ	0	1	0	Schönheide/ Erzgebirge
sannysc94	15:24:50	18.11.2017		"Die Deutsche Bahn AG sucht einen 
Industriemeister #Gleisbau (w/m)
https://t.co/f5AkV6wTkw
#job #jobs #jobangebot… https://t.co/m4NJ4VqPj9"	0	1	0	
metronom4me	15:25:02	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:09) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom_RE3	15:25:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:08) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:25:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:09) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
Schnauzevoll61	15:25:14	18.11.2017		RT @Einzelfallinfos: #Nettetal: Zur Abschiebung ausgeschriebener Marokkaner hat bereits in #Österreich, der #Schweiz,den #Niederlanden u… 	0	1	0	
RolfMecke	15:25:17	18.11.2017	NRW	"#Fernbusse - Element der #Verkehrswende oder Schaden für das Bahnsystem?
https://t.co/SaeuJmpfSj … via #PROBAHN"	1	1	0	 Goch
dieselfreund	15:25:23	18.11.2017		Unglaubliche Weichenpanne! Bahn schickt Zwickau-Fans aufs Abstellgleis https://t.co/gpSjJzUK1x	0	1	0	Schönheide/ Erzgebirge
metronom4me	15:26:02	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:09) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:26:02	18.11.2017		82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:05) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
nordwestnews24	15:26:17	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +17 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:17	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Meckelfeld HP (planmäßig 15:04) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:18	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:08) +11 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:18	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Banteln (planmäßig 14:59) +18 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:20	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:08) +14 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:20	18.11.2017	Bremen	#metronom: 82122 Uelzen → Hamburg Hbf hat in Bad Bevensen (planmäßig 15:09) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:21	18.11.2017	Bremen	#metronom: 81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:09) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
nordwestnews24	15:26:21	18.11.2017	Bremen	#metronom: 82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:05) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	 Deutschland
Powershooter98	15:27:18	18.11.2017		"RT @Grolmori: Teenager im Zug belauscht:

„Arbeit ist voll krass. Da muss man ja 40 Stunden in der Woche hin.“

„Dafür hast du di… "	0	1	0	Bei Gronkh im Keller
bunterjoerg	15:27:53	18.11.2017		Da gibt es nur einen Weg: Die individuelle Nutzung von KFZ in Städten so unattraktiv wie möglich zu machen. Autos r… https://t.co/DmQFwOG2Gn	0	1	0	
Zigarettengirls	15:27:56	18.11.2017		Tweets in denen flixbus erwähnt wird verdient immer fav	1	0	0	Malle
Suyooo_	15:28:02	18.11.2017		@Soulbeere @nuigurumiSaku @XxYoshi666xX ich glaub ich muss aus diesem Zug raus bevor es zu spät ist	0	1	0	@Suyo_
erixxinfo	15:28:03	18.11.2017		Zug 83722 von Hannover Hbf nach Buchholz(Nordheide) verkehrt heute mit 26 min Verspätung ab Soltau(Han) (planmäßige Abfahrt 15:01).	0	1	0	
RigsbySiv	15:28:07	18.11.2017		@Textvergessen Wenn der Zug mal seitlich liegt, gehts.	0	1	0	na hier
_Ruha_Chan	15:28:49	18.11.2017		Jetzt hoffen dass der Zug es zum Bus schafft mit 16 Minuten Verspätung	0	1	0	
metronom4me	15:29:01	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
metronom4me	15:29:02	18.11.2017		82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:06) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	Uelzen, Niedersachsen, Germany
MinkyMietze	15:29:10	18.11.2017		@mics147 daß dich die Bahn noch enttäuschn kann, spricht aber i-wie doch für deinen unerschütterlichen Optimismus 😜	0	1	0	
hansjaaggi	15:29:14	18.11.2017		RT @polizeitickerch: Acht Rinder starben bei einer Kollision mit einem SBB-Zug https://t.co/xmNrq3ymof	0	1	0	
KosakenLeo	15:29:53	18.11.2017		"Omg ich hab gerad zwei mal die falsche Bahn genommen
FML"	0	1	0	
metronom_RE2	15:30:03	18.11.2017		82819 Uelzen → Göttingen hat in Alfeld(Leine) (planmäßig 15:06) +20 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:30:03	18.11.2017		81624 Lüneburg → Hamburg Hbf hat in Hamburg-Harburg (planmäßig 15:09) +15 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
metronom_RE3	15:30:03	18.11.2017		82122 Uelzen → Hamburg Hbf hat in Bienenbüttel (planmäßig 15:15) +13 min. Grund: Überholung durch einen anderen Zug .	0	1	0	
